id,State,source,Agricultural_2018,Non_Agricultural_2018,Agricultural_2017,Non_Agricultural_2017,Agricultural_2016,Non_Agricultural_2016,Agricultural_2015,Non_Agricultural_2015,Agricultural_2014,Non_Agricultural_2014,Agricultural_2013,Non_Agricultural_2013,Agricultural_2012,Non_Agricultural_2012,Agricultural_2011,Non_Agricultural_2011,Agricultural_2010,Non_Agricultural_2010,source_ab,target_ab
408,Gujarat,Gujarat,1047282724,81254783972,497998901,92051424257,40260000,43586961741,324027700,38967110517,1587926200,24719483584,1437415600,20499626538,0,11653147800,0,9402102840,0,8099744040,GJ,GJ
409,Haryana,Gujarat,9247654697,30955501197,6095209315,69798474498,0,43185050515,636376613,58734530325,0,47568295802,0,28498504441,0,43001280,0,137260920,0,37276200,GJ,HR
410,Himachal Pradesh,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GJ,HP
411,Jammu & Kashmir,Gujarat,58365400,2428534162,87288500,2050740000,0,1911096018,0,2174347568,0,1762189230,0,1286531603,0,0,0,0,0,0,GJ,JK
412,Jharkhand,Gujarat,364150928,0,319263517,0,0,0,0,0,0,640610869,0,252318306,0,0,0,0,0,0,GJ,JH
413,Karnataka,Gujarat,144536144,5221080853,0,6970131999,243191750,8587192630,231913000,6278428205,47096000,7560720717,39471300,3326994315,0,333041880,0,2147905997,0,111828600,GJ,KA
414,Kerala,Gujarat,98128387,42855156,0,87200503,0,274890351,73834000,152087372,0,225142900,0,174545005,0,0,0,0,0,0,GJ,KL
415,Lakshadeep,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GJ,LD
416,Madhya Pradesh,Gujarat,0,42910373742,0,48343728717,524357404,52803765248,490607920,44943744229,0,38467445899,0,28610435862,0,0,0,0,0,0,GJ,MP
417,Maharashtra,Gujarat,1933721801,33413104600,117603782,44282155390,0,61166243877,0,73840362989,106772625,50488490068,0,34042422707,0,531173880,0,1095594427,0,874740505,GJ,MH
418,Manipur,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GJ,MN
419,Meghalaya,Gujarat,0,0,0,32311259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GJ,ML
420,Mizoram,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GJ,MZ
421,Nagaland,Gujarat,342214490,0,135479988,310090045,253732500,0,0,0,0,0,0,0,0,7253315643,0,6987134460,0,6950115798,GJ,NL
422,Odisha,Gujarat,0,168238889,0,0,0,171899650,10667392,171300301,0,28910333,0,319092738,0,2949137940,0,1232736540,0,364611780,GJ,OD
423,Puducherry,Gujarat,0,0,0,0,0,31033060,0,0,0,0,0,0,0,0,0,0,0,0,GJ,PD
424,Punjab,Gujarat,198609129,44294573959,941941670,47100365730,828695178,57331203764,161483302,52341222402,980667433,27940871321,184706500,29048670500,0,0,0,0,0,0,GJ,PN
425,Rajasthan,Gujarat,0,92705019574,0,1.04798E+11,0,1.20614E+11,0,1.11756E+11,0,79618617461,0,39424878318,0,438051840,0,360775620,0,177657300,GJ,RJ
426,Sikkim,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GJ,SK
427,Tamil Nadu,Gujarat,87155602,12979213527,0,1387704858,162016000,723683907,164401000,1575546425,443700576,682694903,35721000,341028480,0,1319981617,0,0,0,0,GJ,TN
428,Telangana,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GJ,TE
429,Tripura,Gujarat,0,88354460,15453505,362808588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GJ,TR
430,Uttar Pradesh,Gujarat,12762144736,53174697711,25785497852,67521517658,5312756152,91023006083,3479028047,1.17477E+11,456831098,79561813250,3145034651,56017120829,0,0,0,0,0,0,GJ,UP
431,Uttarakhand,Gujarat,0,7044528849,0,2299367103,0,2459974087,0,1518108590,73782027,1112931816,0,857454994,0,0,0,0,0,0,GJ,UR
432,West Bengal,Gujarat,476465679,4034160700,575159618,5470583607,584161637,5679016953,18751458,2848138301,223894710,2250262597,5274339,3148187023,68374850,0,0,0,0,0,GJ,WB
433,Andaman & Nicobar Islands,Haryana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,AN
434,Andhra Pradesh,Haryana,487222700,0,1093007500,809055,663039500,0,982520000,39901550,3762654000,10168470,1783139400,0,169594300,0,29702400,0,116006000,0,HR,AP
435,Arunachal Pradesh,Haryana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,AR
436,Assam,Haryana,6899486450,349083431,8374078050,1806589850,8821334891,1244970837,8878675900,1250119000,10707428675,1637587190,668293200,81275335,1166879750,339133112,28884800,0,1006440950,286899900,HR,AS
437,Bihar,Haryana,25762152250,334143586,13473498550,242252042,9150914240,268021942,14188008000,143280800,7537808100,75003330,4248015950,102249615,1692431365,347929443,264708150,26247900,439619400,239915253,HR,BR
438,Chandigarh,Haryana,0,44252064,0,100837587,0,266967429,0,51857364,0,147057920,3038154750,957936505,2210195450,259414155,115137050,0,585897550,30182040,HR,CN
439,Chattisgarh,Haryana,226035800,0,301567500,58207012,892466600,113852017,1017146000,179803650,1137752000,540966448,568741500,288034225,1017514400,0,87572800,0,870012000,3276420,HR,CH
440,Dadra & Nagar Haveli,Haryana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,DN
441,Daman & Diu,Haryana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,DD
442,Delhi,Haryana,3198720155,0,6715123500,0,1776002100,0,1855866800,32651242,5079130000,0,1089600900,193716056,1914307550,33790932,0,0,1200048800,28586460,HR,DL
443,Goa,Haryana,289183250,0,76794600,0,162991150,0,518625000,0,430584175,0,181825650,0,232775100,0,0,0,77007000,0,HR,GA
444,Gujarat,Haryana,7425102500,17326584,4168418200,197913658,7171481650,4211755,8987191900,11307168,19203395475,17625938,16057041285,196647847,1397245835,310538535,86466450,27234480,1142727970,237619973,HR,GJ
445,Haryana,Haryana,0,5605422494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,HR
446,Himachal Pradesh,Haryana,0,0,0,0,0,0,0,0,0,0,500836500,43399927,394980050,256894592,56772450,0,156512650,213381420,HR,HP
447,Jammu & Kashmir,Haryana,476478900,2246738824,299544050,1255818167,537321950,1504535927,988438500,1713778300,1451976475,1598216960,217036450,1685489085,97044750,1643791370,0,160788180,54521950,1044410640,HR,JK
448,Jharkhand,Haryana,1178185950,14076096,1232868700,109881655,987045650,216572037,186715200,151398650,0,319391627,512257500,457132115,1577332650,151360917,292344500,0,1149106300,62337240,HR,JH
449,Karnataka,Haryana,12426226950,0,9036141000,3985345,8290512985,0,9241749000,3543150,11879674350,0,6939443750,0,3224682475,0,496819050,0,1305812450,0,HR,KA
450,Kerala,Haryana,1930055450,0,1645279100,0,3234061100,0,840888200,0,3273442675,0,2562579000,0,1372465200,0,80875200,0,1097168950,0,HR,KL
451,Lakshadeep,Haryana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,LD
452,Madhya Pradesh,Haryana,0,1987262592,118320900,2033335005,0,2197812890,0,2017128750,130802000,3087593630,1835279650,2144692555,2138292550,710531022,0,69572160,1921735062,288057000,HR,MP
453,Maharashtra,Haryana,21539854665,117859248,25765920100,22653540,12737625580,28256995,22471405200,125502685,15684226375,375497715,14741352660,186192679,9095079150,32195713,1120928550,12009099,6101723230,50415874,HR,MH
454,Manipur,Haryana,252691500,0,138435900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,MN
455,Meghalaya,Haryana,0,0,26790200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,ML
456,Mizoram,Haryana,232014600,0,163363600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,MZ
457,Nagaland,Haryana,571558500,0,566060650,0,723676950,0,575294400,0,499655325,0,201864950,0,319391150,0,0,0,280629050,0,HR,NL
458,Odisha,Haryana,3597435750,0,3353610000,10532697,3596107075,0,4768383000,223798159,2682606900,205402366,3907540850,37458210,2336556700,54515481,437141950,0,1205999050,31497480,HR,OD
459,Puducherry,Haryana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,PD
460,Punjab,Haryana,320036237,752073127,504302950,1597650281,39537750,1866252312,133890900,1423578033,192456900,2162848550,0,1934686995,0,2736642657,0,429206436,0,1681000740,HR,PN
461,Rajasthan,Haryana,2031633600,447751667,8470300350,743900264,9558327060,1052565572,6273430900,370603975,8535716475,419514570,8998133910,605898632,2477702845,1237714404,0,226153112,2427189600,842829213,HR,RJ
462,Sikkim,Haryana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,SK
463,Tamil Nadu,Haryana,5063015800,0,4524666850,0,2254751900,0,3839879100,0,9709965325,0,4883776540,0,1234870850,0,53896500,0,902974000,0,HR,TN
464,Telangana,Haryana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,TE
465,Tripura,Haryana,2574371800,0,1800560700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,TR
466,Uttar Pradesh,Haryana,25490402113,21040007545,36385970350,6432837119,20349048450,8665329489,29245971200,10317750697,27004296650,9889528103,5313855550,7529513243,8987833860,11313950317,1836508800,1542854649,878473200,6719422535,HR,UP
467,Uttarakhand,Haryana,0,406359725,0,554280207,918757900,747036509,1223872500,618705211,1082648000,390132718,425290500,337706388,0,317460364,0,56193972,0,276739233,HR,UR
468,West Bengal,Haryana,22595308700,1761434926,13069650400,625123921,10216855973,390384020,15073450600,357334900,11319951475,695468305,14253055093,37472695,9489648759,74521460,1453123700,0,6022018420,63043680,HR,WB
469,Andaman & Nicobar Islands,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,AN
470,Andhra Pradesh,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,AP
471,Arunachal Pradesh,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,AR
472,Assam,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,AS
473,Bihar,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,BR
474,Chandigarh,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,CN
475,Chattisgarh,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,CH
476,Dadra & Nagar Haveli,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,DN
477,Daman & Diu,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,DD
478,Delhi,Himachal Pradesh,0,0,0,0,0,72172,0,0,0,0,0,2630841,0,0,0,0,0,0,HP,DL
479,Goa,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,GA
480,Gujarat,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,GJ
481,Haryana,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,HR
482,Himachal Pradesh,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,HP
483,Jammu & Kashmir,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,JK
484,Jharkhand,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,JH
485,Karnataka,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,KA
486,Kerala,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,KL
487,Lakshadeep,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,LD
488,Madhya Pradesh,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,MP
489,Maharashtra,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,MH
490,Manipur,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,MN
491,Meghalaya,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,ML
492,Mizoram,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,MZ
493,Nagaland,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,NL
494,Odisha,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,OD
495,Puducherry,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,PD
496,Punjab,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,142200,0,0,0,0,0,0,HP,PN
497,Rajasthan,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,RJ
498,Sikkim,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,SK
499,Tamil Nadu,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,TN
500,Telangana,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,TE
501,Tripura,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,TR
502,Uttar Pradesh,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,UP
503,Uttarakhand,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,UR
504,West Bengal,Himachal Pradesh,0,0,0,0,0,0,0,0,73444000,0,0,0,0,0,0,0,0,0,HP,WB
505,Andaman & Nicobar Islands,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,AN
506,Andhra Pradesh,Jammu & Kashmir,0,0,0,0,0,0,0,0,110447050,0,0,0,0,0,0,0,0,0,JK,AP
507,Arunachal Pradesh,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,AR
508,Assam,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,AS
509,Bihar,Jammu & Kashmir,0,0,0,0,0,0,0,0,183436800,0,0,0,0,0,0,0,0,0,JK,BR
510,Chandigarh,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,CN
511,Chattisgarh,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,CH
512,Dadra & Nagar Haveli,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,DN
513,Daman & Diu,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,DD
514,Delhi,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,DL
515,Goa,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,GA
516,Gujarat,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,GJ
517,Haryana,Jammu & Kashmir,0,2262515,0,0,0,0,0,12570480,111697500,0,0,0,0,0,0,0,0,0,JK,HR
518,Himachal Pradesh,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,HP
519,Jammu & Kashmir,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,JK
520,Jharkhand,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,JH
521,Karnataka,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,KA
522,Kerala,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,KL
523,Lakshadeep,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,LD
524,Madhya Pradesh,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,MP
525,Maharashtra,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,MH
526,Manipur,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,MN
527,Meghalaya,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,ML
528,Mizoram,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,MZ
529,Nagaland,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,NL
530,Odisha,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,OD
531,Puducherry,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,PD
532,Punjab,Jammu & Kashmir,0,99665871,0,0,0,0,0,0,0,0,37435500,651133229,35954300,25939200,31057600,0,30778000,0,JK,PN
533,Rajasthan,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,RJ
534,Sikkim,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,SK
535,Tamil Nadu,Jammu & Kashmir,0,0,0,0,0,0,0,0,37429200,0,0,0,0,0,0,0,0,0,JK,TN
536,Telangana,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,TE
537,Tripura,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,TR
538,Uttar Pradesh,Jammu & Kashmir,0,2186792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,UP
539,Uttarakhand,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,UR
540,West Bengal,Jammu & Kashmir,0,0,0,585072728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JK,WB
541,Andaman & Nicobar Islands,Jharkhand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JH,AN
542,Andhra Pradesh,Jharkhand,0,21186099627,362949100,15568421680,113899500,12156317242,0,12410331461,67569750,9707366730,227054850,10598601682,0,12980614702,0,14620334795,0,16310381581,JH,AP
543,Arunachal Pradesh,Jharkhand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JH,AR
544,Assam,Jharkhand,0,9280112707,0,8950528319,0,8435397812,0,7460085049,0,6011806094,0,7150918474,0,7415715546,0,4405842819,0,3782124987,JH,AS
545,Bihar,Jharkhand,0,1.61304E+11,0,1.81949E+11,38009400,1.80507E+11,5496950,71283453425,0,11270574313,0,19237496145,0,13274943927,29153600,13845066462,0,13727939605,JH,BR
546,Chandigarh,Jharkhand,0,4373580988,0,4440903766,0,3748232926,0,5926864040,0,5616103251,0,5345904205,0,3714807787,0,3114098107,0,1987860818,JH,CN
547,Chattisgarh,Jharkhand,0,5739669364,0,5502158386,0,5034548520,0,10117496115,0,8642107365,0,6658016849,0,5857616095,0,7548341354,0,8640018664,JH,CH
548,Dadra & Nagar Haveli,Jharkhand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JH,DN
549,Daman & Diu,Jharkhand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JH,DD
550,Delhi,Jharkhand,0,14349094340,0,11204613862,0,13388347180,0,15864526886,0,14775329594,0,19783793014,0,18012686043,0,12861763600,0,13557562869,JH,DL
551,Goa,Jharkhand,0,0,0,0,0,545934790,0,168884713,0,0,0,0,0,0,0,0,0,0,JH,GA
552,Gujarat,Jharkhand,0,6623582893,0,7519460616,0,5451921277,0,5644480996,0,4666546450,0,5790575493,0,5752742967,0,2580773260,0,1516707287,JH,GJ
553,Haryana,Jharkhand,0,91558028200,0,68453568953,0,69963663455,0,80747220804,0,47788485914,0,59059240844,0,48548634239,0,42554631532,0,37140218264,JH,HR
554,Himachal Pradesh,Jharkhand,0,0,0,354619071,0,527989129,0,266321546,0,0,0,314558620,0,769988096,0,211604643,0,0,JH,HP
555,Jammu & Kashmir,Jharkhand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JH,JK
556,Jharkhand,Jharkhand,0,1.34678E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JH,JH
557,Karnataka,Jharkhand,0,4048705404,0,1972905029,0,726055907,0,932430398,0,1146828263,0,1580047852,0,1461059079,0,1095600314,0,2163951795,JH,KA
558,Kerala,Jharkhand,0,823872252,0,949602494,0,343054345,0,634715736,0,531516838,0,803133549,0,531094930,0,205312403,0,113705985,JH,KL
559,Lakshadeep,Jharkhand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JH,LD
560,Madhya Pradesh,Jharkhand,0,5467177527,0,4283761942,0,4530091212,0,4117477715,0,4028740066,0,3273493561,0,3506679517,0,6061299353,0,3198853173,JH,MP
561,Maharashtra,Jharkhand,0,53019894736,0,55258971970,0,46697418753,0,56258914581,0,38921531619,0,48798739490,0,42648852540,0,33425695298,159674,29280529334,JH,MH
562,Manipur,Jharkhand,0,229396501,0,114611009,0,54931034,0,0,0,0,0,0,0,0,0,0,0,0,JH,MN
563,Meghalaya,Jharkhand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JH,ML
564,Mizoram,Jharkhand,0,0,0,57391743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JH,MZ
565,Nagaland,Jharkhand,0,50294140,0,0,0,0,0,62932980,0,174133380,0,200307660,0,299653320,0,212110260,0,75179340,JH,NL
566,Odisha,Jharkhand,0,30509553768,0,19396347643,0,9278126058,0,7644926526,0,9135809378,0,13274000088,0,13363761275,0,16799351391,0,20484833958,JH,OD
567,Puducherry,Jharkhand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JH,PD
568,Punjab,Jharkhand,0,33208568523,0,24110292835,0,29359713293,0,41864591094,0,21512926990,0,19392511108,0,16443962102,0,16693775417,0,13882987302,JH,PN
569,Rajasthan,Jharkhand,0,3549913233,0,4250578167,0,4113687006,0,5354180038,0,2766154332,0,6719660321,0,5510756977,0,4387985613,0,4530713887,JH,RJ
570,Sikkim,Jharkhand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JH,SK
571,Tamil Nadu,Jharkhand,0,22392912321,0,20976870307,0,17309225368,0,18357893160,0,9588484978,0,17656926223,0,20554799640,0,15417255918,0,12315140019,JH,TN
572,Telangana,Jharkhand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JH,TE
573,Tripura,Jharkhand,0,400986974,0,400383945,0,0,0,0,0,0,0,0,0,5958180,0,24870780,0,0,JH,TR
574,Uttar Pradesh,Jharkhand,0,80548971257,0,63010904587,0,48308657569,0,43814384292,0,38092883262,0,19204182753,0,17229655733,0,23395470685,0,27557760246,JH,UP
575,Uttarakhand,Jharkhand,0,2984778624,0,1822722672,0,172977515,0,664198259,0,469146022,0,797875687,0,528264323,0,909720879,0,1033113586,JH,UR
576,West Bengal,Jharkhand,0,1.95762E+11,0,1.83173E+11,0,1.44862E+11,0,1.41982E+11,0,82296572597,35896500,99724336469,0,88118472173,0,86850293236,0,90544886208,JH,WB
577,Andaman & Nicobar Islands,Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KA,AN
578,Andhra Pradesh,Karnataka,0,88243270951,0,66707696177,432803000,80642151860,794593800,53570675978,4441654600,23668083526,2679293375,34778002329,2510333100,41203547789,5116205875,42423215087,249968160,54336674734,KA,AP
579,Arunachal Pradesh,Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KA,AR
580,Assam,Karnataka,0,838418185,156501864,1738896435,179763757,1323497225,638038367,2244815327,649475774,3191766351,416711879,2564914714,212964645,1726712218,102724882,1845725848,186322346,2310378287,KA,AS
581,Bihar,Karnataka,0,2205576485,0,3328569864,38526250,5875885143,496799298,5188069601,71837650,4532827051,105368250,3770894188,53482071,6447666921,195376275,2950114298,173401859,2631787652,KA,BR
582,Chandigarh,Karnataka,0,0,0,0,0,598959222,0,0,35462200,0,0,2773882110,0,955777126,0,163848805,0,69586997,KA,CN
583,Chattisgarh,Karnataka,0,173849297,0,0,0,0,0,114961610,0,794980036,0,1094878322,0,853894728,0,2150238830,0,1292573226,KA,CH
584,Dadra & Nagar Haveli,Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KA,DN
585,Daman & Diu,Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KA,DD
586,Delhi,Karnataka,0,135994763,0,84738413,0,196586020,0,1066322245,0,693785508,0,423650550,9622200,1909395845,68776226,1789385667,409698995,2076492829,KA,DL
587,Goa,Karnataka,0,43600266559,0,47841472604,0,37228914833,0,74213232318,0,55139839470,376733625,36162017934,0,23001793347,0,13087832544,0,11323807768,KA,GA
588,Gujarat,Karnataka,0,6043928326,0,2884974128,0,8351702901,0,11265074908,0,12352274129,0,12349851308,425305300,13397165213,361481625,7039398252,590911132,14257120131,KA,GJ
589,Haryana,Karnataka,0,15905266788,0,13372157161,77692125,36047231479,949162500,27447601006,180149100,25237651004,0,27675273868,26126100,21674650492,52370325,13488748672,97155922,8589219738,KA,HR
590,Himachal Pradesh,Karnataka,0,0,0,0,0,0,0,0,0,0,0,81410850,0,0,23763600,0,0,0,KA,HP
591,Jammu & Kashmir,Karnataka,0,682007301,0,0,0,129436444,0,627405349,0,149588299,0,155055130,0,362637306,0,78594399,0,193914421,KA,JK
592,Jharkhand,Karnataka,0,0,0,21002025,0,168826315,0,0,0,0,0,0,0,0,0,74322622,0,98757663,KA,JH
593,Karnataka,Karnataka,415641625,1.15293E+11,205098750,74858986806,1105063056,90584251824,620170300,58845734832,263965300,37050233197,45489400,22655266414,0,17275565804,25801300,14719064721,433101250,30789361199,KA,KA
594,Kerala,Karnataka,264463600,6671270548,274915050,5788128126,342149250,7226910172,0,5543044433,110924750,3088124727,208316750,6697073622,108036600,2076441294,86945600,848801699,55726000,442257392,KA,KL
595,Lakshadeep,Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KA,LD
596,Madhya Pradesh,Karnataka,0,996436282,0,1269008570,0,5492143526,35750000,5185410300,0,5754159662,0,3393716087,26095650,10296458935,54101850,12378106635,0,12755474879,KA,MP
597,Maharashtra,Karnataka,84604625,71065152411,0,45113192616,153643875,69161722317,1162389800,41510101999,434510300,65577181245,547358500,48477317858,809198746,68346671524,413851100,59529365956,390417300,51010861214,KA,MH
598,Manipur,Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KA,MN
599,Meghalaya,Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KA,ML
600,Mizoram,Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KA,MZ
